family,source_application,target,page,backend,attack_source_model,shift_type,eps,technique,attack_seed,defense_seed,n_rules,crs_bypass_count,blocked,bypassed,block_rate_pct
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,2,4,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,3,4,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,4,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,5,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,6,4,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,7,4,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,8,4,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,9,4,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,4,10,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,1,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,2,4,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,3,4,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,4,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,5,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,6,4,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,7,4,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,8,4,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,9,4,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CG-Static,5,10,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CRS-only,1,0,0,409,0,409,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CRS-only,2,0,0,380,0,380,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CRS-only,3,0,0,394,0,394,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CRS-only,4,0,0,391,0,391,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.2,CRS-only,5,0,0,412,0,412,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,1,7,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,2,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,3,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,4,6,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,5,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,6,7,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,7,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,8,6,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,9,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,1,10,6,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,1,7,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,2,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,3,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,4,6,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,5,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,6,7,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,7,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,8,6,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,9,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,2,10,6,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,1,7,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,2,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,3,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,4,6,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,5,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,6,7,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,7,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,8,6,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,9,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,3,10,6,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,1,7,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,2,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,3,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,4,6,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,5,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,6,7,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,7,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,8,6,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,9,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,4,10,6,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,1,7,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,2,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,3,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,4,6,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,5,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,6,7,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,7,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,8,6,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,9,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Adaptive,5,10,6,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,1,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,2,6,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,3,4,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,4,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,5,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,6,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,7,6,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,8,4,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,9,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,1,10,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,1,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,2,6,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,3,4,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,4,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,5,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,6,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,7,6,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,8,4,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,9,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,2,10,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,1,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,2,6,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,3,4,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,4,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,5,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,6,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,7,6,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,8,4,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,9,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,3,10,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,1,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,2,6,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,3,4,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,4,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,5,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,6,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,7,6,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,8,4,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,9,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,4,10,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,1,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,2,6,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,3,4,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,4,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,5,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,6,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,7,6,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,8,4,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,9,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CG-Static,5,10,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CRS-only,1,0,0,409,0,409,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CRS-only,2,0,0,380,0,380,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CRS-only,3,0,0,394,0,394,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CRS-only,4,0,0,391,0,391,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.3,CRS-only,5,0,0,412,0,412,0.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,1,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,2,4,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,3,6,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,4,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,5,6,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,6,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,7,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,8,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,9,4,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,1,10,5,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,1,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,2,4,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,3,6,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,4,5,380,258,122,67.8947
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,5,6,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,6,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,7,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,8,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,9,4,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,2,10,5,380,380,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,1,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,2,4,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,3,6,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,4,5,394,106,288,26.9036
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,5,6,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,6,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,7,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,8,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,9,4,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,3,10,5,394,394,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,1,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,2,4,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,3,6,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,4,5,391,225,166,57.5448
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,5,6,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,6,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,7,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,8,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,9,4,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,4,10,5,391,391,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,1,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,2,4,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,3,6,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,4,5,412,150,262,36.4078
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,5,6,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,6,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,7,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,8,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,9,4,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Adaptive,5,10,5,412,412,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Static,1,1,4,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Static,1,2,7,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Static,1,3,4,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Static,1,4,5,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Static,1,5,6,409,393,16,96.0880
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Static,1,6,4,409,409,0,100.0000
SQLi,customapp,bwapp,login,PHP/MySQL,meta-llama/llama-4-maverick,cross_backend,0.4,CG-Static,1,7,4,409,393,16,96.0880
